,telecommuting,has_company_logo,has_questions,fraudulent,salary_min,salary_max,employment_type_-,employment_type_Contract,employment_type_Full-time,employment_type_Other,employment_type_Part-time,employment_type_Temporary,required_experience_-,required_experience_Associate,required_experience_Director,required_experience_Entry level,required_experience_Executive,required_experience_Internship,required_experience_Mid-Senior level,required_experience_Not Applicable,required_education_-,required_education_Associate Degree,required_education_Bachelor's Degree,required_education_Certification,required_education_Doctorate,required_education_High School or equivalent,required_education_Master's Degree,required_education_Professional,required_education_Some College Coursework Completed,required_education_Some High School Coursework,required_education_Unspecified,required_education_Vocational,required_education_Vocational - Degree,required_education_Vocational - HS Diploma,title_vector,location_vector,department_vector,company_profile_vector,description_vector,requirements_vector,benefits_vector,industry_vector,function_vector,predicao
13771,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037560765,0.11064659804105759,0.0,0.008795116096735,0.04129130393266678,0.02070152759552002,0.0,-0.05194984748959541,0.0,0.0
13791,0,1,0,0,48000,55000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.071979366,0.029927855357527733,0.0,0.0,0.0133663360029459,-0.02714833989739418,0.07700762152671814,-0.07217704504728317,-0.07160104811191559,0.0
13795,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036971882,0.1221189796924591,0.0,-0.07823614031076431,-0.01834307424724102,0.0,0.0,-0.10204523801803589,0.0,0.0
13797,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008896447,0.08747240155935287,0.0,-0.07823614031076431,-0.017094869166612625,0.02224639616906643,0.0,0.0,-0.08033592253923416,0.0
13798,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0029637609,0.040413856506347656,0.0,0.00970157328993082,0.03410721197724342,0.03966517746448517,0.11003934592008591,0.0,0.013339783065021038,0.0
13800,0,1,0,0,35000,48000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027158342,0.1152149960398674,0.0,-0.04140758886933327,0.016793925315141678,-0.050819262862205505,0.0,-0.07217704504728317,0.0924716666340828,0.0
13805,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050873365,0.03007708117365837,0.0,-0.04506576061248779,-0.0028931028209626675,-0.04183804988861084,0.1313377022743225,-0.0048846895806491375,0.0924716666340828,0.0
13806,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032732695,0.3389737606048584,0.01520849484950304,0.05425230413675308,0.01558798085898161,-0.001657425775192678,0.021557465195655823,0.09912607073783875,0.029355652630329132,0.0
13808,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.004066787,0.06660594791173935,0.0558384507894516,-0.031032226979732513,-0.004347169306129217,0.015233341604471207,0.12276541441679001,-0.20944009721279144,0.09486623853445053,0.0
13813,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.02825593,0.11064659804105759,0.0,0.020994840189814568,0.03716696426272392,0.01712438277900219,0.0,0.19488908350467682,-0.07160104811191559,0.0
13815,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.023438463,0.03007708117365837,0.06647410243749619,-0.011045675724744797,0.01207773294299841,-0.04504825547337532,0.06553097814321518,-0.08405696600675583,-0.07160104811191559,0.0
13821,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0054645566,0.054350268095731735,0.0,0.0,0.0008503928547725081,0.06423623859882355,0.011521978303790092,-0.235076904296875,0.0,0.0
13824,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10246111,-0.018650036305189133,0.0,-0.023827970027923584,-0.010242304764688015,-0.0052962517365813255,0.0,-0.3004835844039917,0.09764895588159561,0.0
13828,0,1,0,0,33000,100000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.084992945,-0.030370289459824562,0.0,-0.016999412328004837,-0.007733138278126717,-0.005528158973902464,0.09398466348648071,-0.03978625312447548,0.0924716666340828,0.0
13829,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.014691167,0.11064659804105759,0.11565286666154861,0.05701860040426254,0.023400502279400826,0.015619611367583275,0.12101511657238007,-0.03708634898066521,0.11565286666154861,0.0
13833,0,1,1,0,50000,80000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.008884942,0.3389737606048584,0.02268296666443348,-0.13092714548110962,-0.04139137268066406,0.0022824860643595457,0.0,-0.08405696600675583,0.11565286666154861,0.0
13836,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464224,0.10550746321678162,0.0,0.01711496151983738,0.0009992303093895316,0.0022167032584547997,0.03230415657162666,0.09912607073783875,0.0,0.0
13838,0,1,1,0,80000,130000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.18318503,0.02174307033419609,0.06284528225660324,-0.009389951825141907,0.025024551898241043,-0.00797930546104908,0.033719584345817566,-0.07217704504728317,-0.28559598326683044,0.0
13841,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.044529527,-0.003926216159015894,0.0,-0.0560055747628212,0.022385841235518456,0.0,0.09799898415803909,-0.11565808206796646,-0.17853516340255737,0.0
13845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2206729,0.012384211644530296,0.0,0.0,0.0041681150905787945,0.0,0.0,0.0,0.0,0.0
13849,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023439018,0.103115513920784,-0.02676495537161827,-0.03447936847805977,0.011901162564754486,0.029942912980914116,0.08130302280187607,0.0,0.0,0.0
13851,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.043919567,0.2375427484512329,-0.19209155440330505,-0.035387009382247925,-0.048533130437135696,0.00771734956651926,0.1288059949874878,-0.11565808206796646,-0.17853516340255737,0.0
13852,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.097192384,0.019085364416241646,0.24436213076114655,0.010497074574232101,0.05862461403012276,0.03362780436873436,0.0,-0.03708634898066521,0.24436213076114655,0.0
13854,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.046657268,0.08619996905326843,0.0,0.0,0.0010732040973380208,0.004473504610359669,0.03590261563658714,-0.03708634898066521,-0.02971949614584446,0.0
13855,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105196,0.09098144620656967,0.11565286666154861,0.016559580340981483,0.030469562858343124,0.0,0.0,0.0,0.11565286666154861,0.0
13857,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07524532,0.07923652976751328,0.0,0.011113326996564865,0.028546996414661407,0.026165984570980072,0.05103377252817154,-0.027195362374186516,-0.07160104811191559,0.0
13858,0,1,0,0,45000,70000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.009516164,0.3389737606048584,0.0924716666340828,-0.0006818214314989746,-0.005513778422027826,0.013413443230092525,0.08048608899116516,-0.07217704504728317,0.0924716666340828,0.0
13865,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.07633004,0.02174307033419609,0.0,-0.005894462577998638,0.0036118212155997753,0.002531615551561117,0.11590862274169922,-0.20944009721279144,-0.022310519590973854,0.0
13869,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.06166457,0.012122441083192825,0.0,-0.04506576061248779,0.00021842301066499203,-0.03452393040060997,0.016520678997039795,0.0,0.13140377402305603,0.0
13876,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06003009,0.006201688200235367,0.05412697792053223,0.02838776260614395,0.03048103302717209,0.0,0.0,0.0,0.0,0.0
13885,0,1,0,0,35000,40000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.024723811,0.11064659804105759,0.0,0.003840870223939419,0.014927692711353302,-0.013251414522528648,0.09837369620800018,0.038281019777059555,0.025582903996109962,0.0
13886,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02068575,0.2211151272058487,0.06075582653284073,-0.02637457847595215,0.0003060812596231699,0.0,0.0,0.0,0.0,0.0
13887,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10320288,-0.0004085540713276714,0.0,0.014224894344806671,0.018836811184883118,0.0,0.0,0.23772278428077698,-0.22080659866333008,0.0
13893,0,1,1,0,40000,55000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.056789666,0.10739466547966003,0.0,-0.03372139111161232,0.02825837768614292,0.007312951609492302,0.24000674486160278,-0.07217704504728317,0.24436213076114655,0.0
13895,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.093862034,0.07918741554021835,0.0924716666340828,0.029031572863459587,0.026293586939573288,0.034626416862010956,0.0,-0.08405696600675583,0.0924716666340828,0.0
13896,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.15363047,0.002102179452776909,0.0,-0.08038926124572754,0.04299287497997284,-0.01412875670939684,0.005807572975754738,-0.023350419476628304,0.0,0.0
13902,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.009666878,0.2211151272058487,0.0,-0.025602275505661964,0.046369895339012146,0.01615850254893303,0.07173218578100204,-0.07217704504728317,-0.07160104811191559,0.0
13904,0,1,0,0,60000,80000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.13425705,0.025325339287519455,0.0,-0.019058847799897194,0.005199801176786423,0.03364026919007301,0.0,0.0,0.0,0.0
13907,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.056790646,0.1152149960398674,0.24436213076114655,0.03830232843756676,0.040862102061510086,0.02673986740410328,0.11448495835065842,0.0,0.24436213076114655,0.0
13916,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.049264953,0.09537413716316223,0.04468614608049393,0.0,0.01365845650434494,0.0,0.0,0.0,0.0,0.0
13922,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09339118,0.12801693379878998,0.0,-0.07823614031076431,0.01297188550233841,-0.01998508907854557,0.0,0.0,0.0,0.0
13930,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21218842,0.015232410281896591,0.019458716735243797,-0.0023903390392661095,-0.016093922778964043,0.013564691878855228,0.10427223891019821,0.0,0.0,0.0
13933,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06916791,0.12801693379878998,0.0,-0.023827970027923584,0.009570875205099583,0.061161767691373825,0.0,-0.3004835844039917,0.11565286666154861,0.0
13935,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653268,0.014250091277062893,0.0,-0.04506576061248779,0.002892847638577223,0.0,0.0,-0.0048846895806491375,0.0,0.0
13936,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0055981274,0.2211151272058487,0.034398630261421204,0.049320515245199203,-0.04296818748116493,0.02877764031291008,0.1288057416677475,0.0,0.11565286666154861,0.0
13938,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030064238,0.09278688579797745,0.0,-0.01261733565479517,0.00212689395993948,0.022770455107092857,0.05618952587246895,-0.08084625005722046,0.0,0.0
13941,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04601882,0.12801693379878998,0.0,-0.07823614031076431,0.023990007117390633,-0.004402453079819679,0.0,-0.06573143601417542,0.0,0.0
13945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11883667,0.0034385633189231157,0.0,-0.07823614031076431,0.0248149111866951,0.025891315191984177,0.0,-0.06573143601417542,-0.022310519590973854,0.0
13956,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.15363047,0.029737219214439392,0.0,-0.08038926124572754,0.04299287497997284,-0.01412875670939684,0.005807572975754738,-0.023350419476628304,0.0,0.0
13963,0,1,0,0,18000,18000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0074207787,0.11064659804105759,0.0,-0.0009493184043094516,0.014310934580862522,-0.016414619982242584,0.0,-0.018949545919895172,0.0,0.0
13964,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12490343,0.047892965376377106,0.0,0.03775602951645851,0.049684297293424606,0.036373890936374664,0.07113535702228546,-0.08084625005722046,0.11565286666154861,0.0
13965,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09304303,-0.023403042927384377,0.0,-0.021668417379260063,0.037913136184215546,0.026432037353515625,0.0,0.07117316126823425,0.13140377402305603,0.0
13975,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10882524,0.008301778696477413,0.24436213076114655,-0.04599703475832939,0.019317198544740677,0.03365875780582428,-0.016036976128816605,-0.05194984748959541,0.24436213076114655,0.0
13982,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07703896,0.005183671601116657,0.0,-0.04506576061248779,-0.026730846613645554,0.0,0.0,0.0,0.0,0.0
13984,0,1,0,0,45000,60000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.023806319,0.08638965338468552,-0.02741849608719349,-0.007814476266503334,-0.007375589571893215,0.005989017430692911,0.0,0.11310556530952454,0.11565286666154861,0.0
13986,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07214937,0.033820439130067825,0.08381086587905884,0.10565514862537384,0.009250524453818798,0.02449754625558853,0.0,-0.07217704504728317,-0.07160104811191559,0.0
13987,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.046657268,0.15347102284431458,0.0,0.04226989671587944,0.06916166841983795,0.022782113403081894,0.043378591537475586,-0.07217704504728317,0.09486623853445053,0.0
13988,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070401736,0.095675028860569,-0.06910748779773712,-0.03456518054008484,-0.009490665048360825,-0.014882003888487816,-0.05919907987117767,-0.20944009721279144,0.0,0.0
13990,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02755572,0.010643630288541317,0.0,-0.04876304790377617,-0.008376278914511204,0.0,0.0,0.0,0.0,0.0
13991,0,0,0,0,25000,35000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041038226,0.00971868634223938,0.0,0.0,0.0010242790449410677,-0.014160134829580784,-0.008313354104757309,-0.08398332446813583,0.0,0.0
13994,0,0,0,0,80000,110000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.030213507,-0.08451381325721741,0.0,0.0,0.03632549196481705,0.0,0.0,0.11310556530952454,-0.018151022493839264,0.0
14010,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026757486,0.0490521676838398,-0.037680692970752716,0.0,0.0333842858672142,0.0,0.0,0.0,0.0,0.0
14016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.071724914,0.061259590089321136,0.0,0.009811759926378727,-0.04628971591591835,0.0252304095774889,0.0,-0.11140517890453339,0.0,0.0
14018,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.10485086,0.030713429674506187,0.0,-0.08038926124572754,0.055740803480148315,-0.025128250941634178,0.005807572975754738,-0.023350419476628304,-0.024390308186411858,0.0
14019,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08723546,0.07220910489559174,0.11565286666154861,-0.005728736985474825,0.039591558277606964,0.03980432450771332,0.15071824193000793,-0.08084625005722046,0.11565286666154861,0.0
14021,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13207082,0.012024608440697193,0.09486623853445053,-0.03218560665845871,0.043069057166576385,0.01575448364019394,-0.00782279297709465,0.0,0.0,0.0
14029,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0638516,0.030074704438447952,0.0,0.00048518189578317106,0.03580852597951889,0.006380598060786724,0.17023298144340515,-0.03708634898066521,0.13140377402305603,0.0
14030,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014210353,0.03803711757063866,0.0924716666340828,0.0,0.011446821503341198,0.0,0.0,0.0,0.0,0.0
14037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09734219,-0.08451381325721741,0.0,0.0,0.017298445105552673,-0.01031695120036602,-0.012093844823539257,-0.03708634898066521,0.0,0.0
14045,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.105330296,-0.010333513841032982,0.0,-0.09097718447446823,0.0014371206052601337,0.01026376336812973,0.0,-0.08582908660173416,-0.10149919241666794,0.0
14047,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.087464035,0.03777644783258438,0.0,-0.09097718447446823,0.03005901165306568,0.0813579261302948,0.0,-0.08405696600675583,-0.10149919241666794,0.0
14054,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021358564,0.11064659804105759,0.0,-0.0009493184043094516,0.018059834837913513,-0.007352984044700861,0.0,0.0,0.0,0.0
14057,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010725972,0.10550746321678162,-0.002586494665592909,0.0,-0.026959575712680817,-0.04554685205221176,0.06055024638772011,0.0,0.0,0.0
14066,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045876555,0.09384945034980774,0.0,0.06222499907016754,0.009254151955246925,0.012207492254674435,0.0,-0.07217704504728317,-0.07160104811191559,0.0
14070,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070229426,0.03952321410179138,0.0,0.0,0.019807610660791397,-0.007573248352855444,0.05180438980460167,0.0,0.0,1.0
14076,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11532375,0.11064659804105759,0.0,0.05198700353503227,0.02609524317085743,-0.010927814990282059,0.10714259743690491,0.0,0.0,0.0
14080,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.014773322,0.06403250992298126,0.09486623853445053,-0.005870169959962368,-0.00836673378944397,0.016054127365350723,0.0,0.09486623853445053,0.09486623853445053,0.0
14082,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0032549256,-0.08451381325721741,0.0,-0.01121240109205246,-0.018861450254917145,0.0,0.08101446181535721,0.0,0.0,0.0
14084,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08447129,0.029338469728827477,0.0,0.0,-0.02349402941763401,0.0,0.0,0.0,0.0,0.0
14085,0,1,0,0,45000,67000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038282543,0.2019016444683075,0.0003420902357902378,-0.0023045542184263468,0.007874551229178905,-0.023572735488414764,0.10382048785686493,-0.0451783761382103,0.0924716666340828,0.0
14086,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.02664038,0.22135187685489655,0.0,-0.05571991577744484,-0.004240746144205332,-0.041827667504549026,0.0,-0.09512142837047577,-0.10149919241666794,0.0
14094,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.118546866,0.10878538340330124,0.0,0.031220121309161186,0.011226684786379337,0.03258565813302994,0.0,0.0,-0.024390308186411858,0.0
14096,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.19543512,0.0,0.0,0.0,-0.020399127155542374,0.0,0.0,-0.3004835844039917,0.13140377402305603,0.0
14100,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.08815048,0.027161438018083572,0.0,-0.08038926124572754,0.03190005198121071,-0.016303282231092453,0.005807572975754738,-0.023350419476628304,-0.024390308186411858,0.0
14102,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.15363047,0.04715700447559357,0.0,-0.08038926124572754,0.04299287497997284,-0.01412875670939684,0.005807572975754738,-0.023350419476628304,0.0,0.0
14112,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050144073,0.11064659804105759,0.11565286666154861,0.038779452443122864,0.027295535430312157,0.052925605326890945,0.10870729386806488,0.0,0.11565286666154861,0.0
14118,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013532682,0.060733068734407425,0.016612529754638672,0.0,0.007848897948861122,0.0,0.0,0.0,0.0,1.0
14122,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07381198,0.11117482930421829,0.0,0.001727500231936574,0.03989585116505623,0.05107222869992256,0.10404510796070099,0.0,0.0,0.0
14124,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.08815048,-0.04118729010224342,0.0,-0.08038926124572754,0.034745365381240845,-0.016303282231092453,0.005807572975754738,-0.023350419476628304,-0.024390308186411858,0.0
14128,0,0,0,1,63000,63000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02679101,0.1221189796924591,0.0,0.0,-0.09855916351079941,0.007886599749326706,0.07531733810901642,0.09764895588159561,0.09764895588159561,1.0
14136,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.06323541,0.061259590089321136,0.0,0.009811759926378727,-0.04628971591591835,0.02748924493789673,0.0,-0.11140517890453339,0.0,0.0
14138,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0056242,0.003741516964510083,0.0,-0.038094792515039444,0.01879238523542881,0.015217654407024384,0.06381361931562424,-0.09512142837047577,0.0924716666340828,0.0
14145,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022888653,0.02174307033419609,0.0,-0.005894462577998638,0.005184429232031107,0.01989658921957016,0.0533580556511879,0.015070514753460884,-0.022310519590973854,0.0
